ITEMS TO SELL:
Name: Agent 85
Bids:
  47  ride 7 T=morning
  44  ride 7 T=afternoon
  34  ride 7 T=evening
  47  ride 13 T=morning
  44  ride 13 T=afternoon
  34  ride 13 T=evening
  48  ride 6 T=morning
  44  ride 6 T=afternoon
  34  ride 6 T=evening
  48  ride 12 T=morning
  44  ride 12 T=afternoon
  34  ride 12 T=evening
  48  ride 5 T=morning
  45  ride 5 T=afternoon
  35  ride 5 T=evening
  48  ride 11 T=morning
  45  ride 11 T=afternoon
  35  ride 11 T=evening
  49  ride 4 T=morning
  45  ride 4 T=afternoon
  36  ride 4 T=evening
  49  ride 10 T=morning
  45  ride 10 T=afternoon
  36  ride 10 T=evening
  50  ride 3 T=morning
  46  ride 3 T=afternoon
  36  ride 3 T=evening
  50  ride 9 T=morning
  46  ride 9 T=afternoon
  36  ride 9 T=evening
  50  ride 2 T=morning
  46  ride 2 T=afternoon
  37  ride 2 T=evening
  50  ride 8 T=morning
  46  ride 8 T=afternoon
  37  ride 8 T=evening
  51  ride 1 T=morning
  47  ride 1 T=afternoon
  37  ride 1 T=evening
------------
Name: Agent 226
Bids:
  49  ride 7 T=morning
  45  ride 7 T=afternoon
  35  ride 7 T=evening
  49  ride 13 T=morning
  45  ride 13 T=afternoon
  35  ride 13 T=evening
  49  ride 6 T=morning
  46  ride 6 T=afternoon
  36  ride 6 T=evening
  49  ride 12 T=morning
  46  ride 12 T=afternoon
  36  ride 12 T=evening
  50  ride 5 T=morning
  46  ride 5 T=afternoon
  36  ride 5 T=evening
  50  ride 11 T=morning
  46  ride 11 T=afternoon
  36  ride 11 T=evening
  51  ride 4 T=morning
  47  ride 4 T=afternoon
  37  ride 4 T=evening
  51  ride 10 T=morning
  47  ride 10 T=afternoon
  37  ride 10 T=evening
  51  ride 3 T=morning
  47  ride 3 T=afternoon
  38  ride 3 T=evening
  51  ride 9 T=morning
  47  ride 9 T=afternoon
  38  ride 9 T=evening
  52  ride 2 T=morning
  48  ride 2 T=afternoon
  38  ride 2 T=evening
  52  ride 8 T=morning
  48  ride 8 T=afternoon
  38  ride 8 T=evening
  52  ride 1 T=morning
  48  ride 1 T=afternoon
  39  ride 1 T=evening
------------
Name: Agent 557
Bids:
  49  ride 7 T=morning
  45  ride 7 T=afternoon
  35  ride 7 T=evening
  49  ride 13 T=morning
  45  ride 13 T=afternoon
  35  ride 13 T=evening
  49  ride 6 T=morning
  45  ride 6 T=afternoon
  36  ride 6 T=evening
  49  ride 12 T=morning
  45  ride 12 T=afternoon
  36  ride 12 T=evening
  50  ride 5 T=morning
  46  ride 5 T=afternoon
  36  ride 5 T=evening
  50  ride 11 T=morning
  46  ride 11 T=afternoon
  36  ride 11 T=evening
  50  ride 4 T=morning
  46  ride 4 T=afternoon
  37  ride 4 T=evening
  50  ride 10 T=morning
  46  ride 10 T=afternoon
  37  ride 10 T=evening
  51  ride 3 T=morning
  47  ride 3 T=afternoon
  37  ride 3 T=evening
  51  ride 9 T=morning
  47  ride 9 T=afternoon
  37  ride 9 T=evening
  51  ride 2 T=morning
  48  ride 2 T=afternoon
  38  ride 2 T=evening
  51  ride 8 T=morning
  48  ride 8 T=afternoon
  38  ride 8 T=evening
  52  ride 1 T=morning
  48  ride 1 T=afternoon
  38  ride 1 T=evening
------------
Name: Agent 566
Bids:
  16  ride 7 T=morning
  13  ride 7 T=afternoon
  3  ride 7 T=evening
  16  ride 13 T=morning
  13  ride 13 T=afternoon
  3  ride 13 T=evening
  17  ride 6 T=morning
  13  ride 6 T=afternoon
  3  ride 6 T=evening
  17  ride 12 T=morning
  13  ride 12 T=afternoon
  3  ride 12 T=evening
  17  ride 5 T=morning
  14  ride 5 T=afternoon
  4  ride 5 T=evening
  17  ride 11 T=morning
  14  ride 11 T=afternoon
  4  ride 11 T=evening
  18  ride 4 T=morning
  14  ride 4 T=afternoon
  4  ride 4 T=evening
  18  ride 10 T=morning
  14  ride 10 T=afternoon
  4  ride 10 T=evening
  19  ride 3 T=morning
  15  ride 3 T=afternoon
  5  ride 3 T=evening
  19  ride 9 T=morning
  15  ride 9 T=afternoon
  5  ride 9 T=evening
  19  ride 2 T=morning
  15  ride 2 T=afternoon
  6  ride 2 T=evening
  19  ride 8 T=morning
  15  ride 8 T=afternoon
  6  ride 8 T=evening
  20  ride 1 T=morning
  16  ride 1 T=afternoon
  6  ride 1 T=evening
------------
Name: Agent 434
Bids:
  52  ride 7 T=morning
  48  ride 7 T=afternoon
  38  ride 7 T=evening
  52  ride 13 T=morning
  48  ride 13 T=afternoon
  38  ride 13 T=evening
  52  ride 6 T=morning
  48  ride 6 T=afternoon
  39  ride 6 T=evening
  52  ride 12 T=morning
  48  ride 12 T=afternoon
  39  ride 12 T=evening
  53  ride 5 T=morning
  49  ride 5 T=afternoon
  39  ride 5 T=evening
  53  ride 11 T=morning
  49  ride 11 T=afternoon
  39  ride 11 T=evening
  53  ride 4 T=morning
  49  ride 4 T=afternoon
  40  ride 4 T=evening
  53  ride 10 T=morning
  49  ride 10 T=afternoon
  40  ride 10 T=evening
  54  ride 3 T=morning
  50  ride 3 T=afternoon
  40  ride 3 T=evening
  54  ride 9 T=morning
  50  ride 9 T=afternoon
  40  ride 9 T=evening
  54  ride 2 T=morning
  51  ride 2 T=afternoon
  41  ride 2 T=evening
  54  ride 8 T=morning
  51  ride 8 T=afternoon
  41  ride 8 T=evening
  55  ride 1 T=morning
  51  ride 1 T=afternoon
  41  ride 1 T=evening
------------
Name: Agent 642
Bids:
  51  ride 7 T=morning
  47  ride 7 T=afternoon
  37  ride 7 T=evening
  51  ride 13 T=morning
  47  ride 13 T=afternoon
  37  ride 13 T=evening
  51  ride 6 T=morning
  48  ride 6 T=afternoon
  38  ride 6 T=evening
  51  ride 12 T=morning
  48  ride 12 T=afternoon
  38  ride 12 T=evening
  52  ride 5 T=morning
  48  ride 5 T=afternoon
  38  ride 5 T=evening
  52  ride 11 T=morning
  48  ride 11 T=afternoon
  38  ride 11 T=evening
  52  ride 4 T=morning
  49  ride 4 T=afternoon
  39  ride 4 T=evening
  52  ride 10 T=morning
  49  ride 10 T=afternoon
  39  ride 10 T=evening
  53  ride 3 T=morning
  49  ride 3 T=afternoon
  39  ride 3 T=evening
  53  ride 9 T=morning
  49  ride 9 T=afternoon
  39  ride 9 T=evening
  53  ride 2 T=morning
  50  ride 2 T=afternoon
  40  ride 2 T=evening
  53  ride 8 T=morning
  50  ride 8 T=afternoon
  40  ride 8 T=evening
  54  ride 1 T=morning
  50  ride 1 T=afternoon
  41  ride 1 T=evening
------------
Name: Agent 708
Bids:
  39  ride 7 T=morning
  35  ride 7 T=afternoon
  25  ride 7 T=evening
  39  ride 13 T=morning
  35  ride 13 T=afternoon
  25  ride 13 T=evening
  39  ride 6 T=morning
  36  ride 6 T=afternoon
  26  ride 6 T=evening
  39  ride 12 T=morning
  36  ride 12 T=afternoon
  26  ride 12 T=evening
  40  ride 5 T=morning
  36  ride 5 T=afternoon
  26  ride 5 T=evening
  40  ride 11 T=morning
  36  ride 11 T=afternoon
  26  ride 11 T=evening
  41  ride 4 T=morning
  37  ride 4 T=afternoon
  27  ride 4 T=evening
  41  ride 10 T=morning
  37  ride 10 T=afternoon
  27  ride 10 T=evening
  41  ride 3 T=morning
  37  ride 3 T=afternoon
  28  ride 3 T=evening
  41  ride 9 T=morning
  37  ride 9 T=afternoon
  28  ride 9 T=evening
  42  ride 2 T=morning
  38  ride 2 T=afternoon
  28  ride 2 T=evening
  42  ride 8 T=morning
  38  ride 8 T=afternoon
  28  ride 8 T=evening
  42  ride 1 T=morning
  38  ride 1 T=afternoon
  29  ride 1 T=evening
------------
Name: Agent 813
Bids:
  47  ride 7 T=morning
  43  ride 7 T=afternoon
  33  ride 7 T=evening
  47  ride 13 T=morning
  43  ride 13 T=afternoon
  33  ride 13 T=evening
  48  ride 6 T=morning
  44  ride 6 T=afternoon
  34  ride 6 T=evening
  48  ride 12 T=morning
  44  ride 12 T=afternoon
  34  ride 12 T=evening
  48  ride 5 T=morning
  44  ride 5 T=afternoon
  35  ride 5 T=evening
  48  ride 11 T=morning
  44  ride 11 T=afternoon
  35  ride 11 T=evening
  49  ride 4 T=morning
  45  ride 4 T=afternoon
  35  ride 4 T=evening
  49  ride 10 T=morning
  45  ride 10 T=afternoon
  35  ride 10 T=evening
  49  ride 3 T=morning
  45  ride 3 T=afternoon
  36  ride 3 T=evening
  49  ride 9 T=morning
  45  ride 9 T=afternoon
  36  ride 9 T=evening
  50  ride 2 T=morning
  46  ride 2 T=afternoon
  36  ride 2 T=evening
  50  ride 8 T=morning
  46  ride 8 T=afternoon
  36  ride 8 T=evening
  50  ride 1 T=morning
  47  ride 1 T=afternoon
  37  ride 1 T=evening
------------
Name: Agent 22
Bids:
  9  ride 7 T=morning
  5  ride 7 T=afternoon
  1  ride 7 T=evening
  9  ride 13 T=morning
  5  ride 13 T=afternoon
  1  ride 13 T=evening
  10  ride 6 T=morning
  6  ride 6 T=afternoon
  1  ride 6 T=evening
  10  ride 12 T=morning
  6  ride 12 T=afternoon
  1  ride 12 T=evening
  10  ride 5 T=morning
  6  ride 5 T=afternoon
  1  ride 5 T=evening
  10  ride 11 T=morning
  6  ride 11 T=afternoon
  1  ride 11 T=evening
  11  ride 4 T=morning
  7  ride 4 T=afternoon
  1  ride 4 T=evening
  11  ride 10 T=morning
  7  ride 10 T=afternoon
  1  ride 10 T=evening
  11  ride 3 T=morning
  7  ride 3 T=afternoon
  1  ride 3 T=evening
  11  ride 9 T=morning
  7  ride 9 T=afternoon
  1  ride 9 T=evening
  12  ride 2 T=morning
  8  ride 2 T=afternoon
  1  ride 2 T=evening
  12  ride 8 T=morning
  8  ride 8 T=afternoon
  1  ride 8 T=evening
  12  ride 1 T=morning
  9  ride 1 T=afternoon
  1  ride 1 T=evening
------------
Name: Agent 92
Bids:
  23  ride 7 T=morning
  19  ride 7 T=afternoon
  9  ride 7 T=evening
  23  ride 13 T=morning
  19  ride 13 T=afternoon
  9  ride 13 T=evening
  23  ride 6 T=morning
  20  ride 6 T=afternoon
  10  ride 6 T=evening
  23  ride 12 T=morning
  20  ride 12 T=afternoon
  10  ride 12 T=evening
  24  ride 5 T=morning
  20  ride 5 T=afternoon
  10  ride 5 T=evening
  24  ride 11 T=morning
  20  ride 11 T=afternoon
  10  ride 11 T=evening
  24  ride 4 T=morning
  21  ride 4 T=afternoon
  11  ride 4 T=evening
  24  ride 10 T=morning
  21  ride 10 T=afternoon
  11  ride 10 T=evening
  25  ride 3 T=morning
  21  ride 3 T=afternoon
  12  ride 3 T=evening
  25  ride 9 T=morning
  21  ride 9 T=afternoon
  12  ride 9 T=evening
  26  ride 2 T=morning
  22  ride 2 T=afternoon
  12  ride 2 T=evening
  26  ride 8 T=morning
  22  ride 8 T=afternoon
  12  ride 8 T=evening
  26  ride 1 T=morning
  22  ride 1 T=afternoon
  13  ride 1 T=evening
------------
Name: Agent 580
Bids:
  53  ride 7 T=morning
  49  ride 7 T=afternoon
  40  ride 7 T=evening
  53  ride 13 T=morning
  49  ride 13 T=afternoon
  40  ride 13 T=evening
  54  ride 6 T=morning
  50  ride 6 T=afternoon
  40  ride 6 T=evening
  54  ride 12 T=morning
  50  ride 12 T=afternoon
  40  ride 12 T=evening
  54  ride 5 T=morning
  51  ride 5 T=afternoon
  41  ride 5 T=evening
  54  ride 11 T=morning
  51  ride 11 T=afternoon
  41  ride 11 T=evening
  55  ride 4 T=morning
  51  ride 4 T=afternoon
  41  ride 4 T=evening
  55  ride 10 T=morning
  51  ride 10 T=afternoon
  41  ride 10 T=evening
  55  ride 3 T=morning
  52  ride 3 T=afternoon
  42  ride 3 T=evening
  55  ride 9 T=morning
  52  ride 9 T=afternoon
  42  ride 9 T=evening
  56  ride 2 T=morning
  52  ride 2 T=afternoon
  42  ride 2 T=evening
  56  ride 8 T=morning
  52  ride 8 T=afternoon
  42  ride 8 T=evening
  56  ride 1 T=morning
  53  ride 1 T=afternoon
  43  ride 1 T=evening
------------
Name: Agent 56
Bids:
  16  ride 7 T=morning
  12  ride 7 T=afternoon
  2  ride 7 T=evening
  16  ride 13 T=morning
  12  ride 13 T=afternoon
  2  ride 13 T=evening
  17  ride 6 T=morning
  13  ride 6 T=afternoon
  3  ride 6 T=evening
  17  ride 12 T=morning
  13  ride 12 T=afternoon
  3  ride 12 T=evening
  17  ride 5 T=morning
  13  ride 5 T=afternoon
  4  ride 5 T=evening
  17  ride 11 T=morning
  13  ride 11 T=afternoon
  4  ride 11 T=evening
  18  ride 4 T=morning
  14  ride 4 T=afternoon
  4  ride 4 T=evening
  18  ride 10 T=morning
  14  ride 10 T=afternoon
  4  ride 10 T=evening
  18  ride 3 T=morning
  14  ride 3 T=afternoon
  5  ride 3 T=evening
  18  ride 9 T=morning
  14  ride 9 T=afternoon
  5  ride 9 T=evening
  19  ride 2 T=morning
  15  ride 2 T=afternoon
  5  ride 2 T=evening
  19  ride 8 T=morning
  15  ride 8 T=afternoon
  5  ride 8 T=evening
  19  ride 1 T=morning
  16  ride 1 T=afternoon
  6  ride 1 T=evening
------------
Name: Agent 347
Bids:
  20  ride 7 T=morning
  16  ride 7 T=afternoon
  6  ride 7 T=evening
  20  ride 13 T=morning
  16  ride 13 T=afternoon
  6  ride 13 T=evening
  20  ride 6 T=morning
  17  ride 6 T=afternoon
  7  ride 6 T=evening
  20  ride 12 T=morning
  17  ride 12 T=afternoon
  7  ride 12 T=evening
  21  ride 5 T=morning
  17  ride 5 T=afternoon
  8  ride 5 T=evening
  21  ride 11 T=morning
  17  ride 11 T=afternoon
  8  ride 11 T=evening
  22  ride 4 T=morning
  18  ride 4 T=afternoon
  8  ride 4 T=evening
  22  ride 10 T=morning
  18  ride 10 T=afternoon
  8  ride 10 T=evening
  22  ride 3 T=morning
  18  ride 3 T=afternoon
  9  ride 3 T=evening
  22  ride 9 T=morning
  18  ride 9 T=afternoon
  9  ride 9 T=evening
  23  ride 2 T=morning
  19  ride 2 T=afternoon
  9  ride 2 T=evening
  23  ride 8 T=morning
  19  ride 8 T=afternoon
  9  ride 8 T=evening
  23  ride 1 T=morning
  19  ride 1 T=afternoon
  10  ride 1 T=evening
------------
Name: Agent 529
Bids:
  30  ride 7 T=morning
  26  ride 7 T=afternoon
  16  ride 7 T=evening
  30  ride 13 T=morning
  26  ride 13 T=afternoon
  16  ride 13 T=evening
  30  ride 6 T=morning
  27  ride 6 T=afternoon
  17  ride 6 T=evening
  30  ride 12 T=morning
  27  ride 12 T=afternoon
  17  ride 12 T=evening
  31  ride 5 T=morning
  27  ride 5 T=afternoon
  17  ride 5 T=evening
  31  ride 11 T=morning
  27  ride 11 T=afternoon
  17  ride 11 T=evening
  31  ride 4 T=morning
  28  ride 4 T=afternoon
  18  ride 4 T=evening
  31  ride 10 T=morning
  28  ride 10 T=afternoon
  18  ride 10 T=evening
  32  ride 3 T=morning
  28  ride 3 T=afternoon
  18  ride 3 T=evening
  32  ride 9 T=morning
  28  ride 9 T=afternoon
  18  ride 9 T=evening
  32  ride 2 T=morning
  29  ride 2 T=afternoon
  19  ride 2 T=evening
  32  ride 8 T=morning
  29  ride 8 T=afternoon
  19  ride 8 T=evening
  33  ride 1 T=morning
  29  ride 1 T=afternoon
  20  ride 1 T=evening
------------
Name: Agent 680
Bids:
  9  ride 7 T=morning
  5  ride 7 T=afternoon
  1  ride 7 T=evening
  9  ride 13 T=morning
  5  ride 13 T=afternoon
  1  ride 13 T=evening
  9  ride 6 T=morning
  6  ride 6 T=afternoon
  1  ride 6 T=evening
  9  ride 12 T=morning
  6  ride 12 T=afternoon
  1  ride 12 T=evening
  10  ride 5 T=morning
  6  ride 5 T=afternoon
  1  ride 5 T=evening
  10  ride 11 T=morning
  6  ride 11 T=afternoon
  1  ride 11 T=evening
  11  ride 4 T=morning
  7  ride 4 T=afternoon
  1  ride 4 T=evening
  11  ride 10 T=morning
  7  ride 10 T=afternoon
  1  ride 10 T=evening
  11  ride 3 T=morning
  7  ride 3 T=afternoon
  1  ride 3 T=evening
  11  ride 9 T=morning
  7  ride 9 T=afternoon
  1  ride 9 T=evening
  12  ride 2 T=morning
  8  ride 2 T=afternoon
  1  ride 2 T=evening
  12  ride 8 T=morning
  8  ride 8 T=afternoon
  1  ride 8 T=evening
  12  ride 1 T=morning
  8  ride 1 T=afternoon
  1  ride 1 T=evening
------------
Name: Agent 179
Bids:
  49  ride 7 T=morning
  45  ride 7 T=afternoon
  36  ride 7 T=evening
  49  ride 13 T=morning
  45  ride 13 T=afternoon
  36  ride 13 T=evening
  50  ride 6 T=morning
  46  ride 6 T=afternoon
  36  ride 6 T=evening
  50  ride 12 T=morning
  46  ride 12 T=afternoon
  36  ride 12 T=evening
  50  ride 5 T=morning
  46  ride 5 T=afternoon
  37  ride 5 T=evening
  50  ride 11 T=morning
  46  ride 11 T=afternoon
  37  ride 11 T=evening
  51  ride 4 T=morning
  47  ride 4 T=afternoon
  37  ride 4 T=evening
  51  ride 10 T=morning
  47  ride 10 T=afternoon
  37  ride 10 T=evening
  51  ride 3 T=morning
  47  ride 3 T=afternoon
  38  ride 3 T=evening
  51  ride 9 T=morning
  47  ride 9 T=afternoon
  38  ride 9 T=evening
  52  ride 2 T=morning
  48  ride 2 T=afternoon
  38  ride 2 T=evening
  52  ride 8 T=morning
  48  ride 8 T=afternoon
  38  ride 8 T=evening
  52  ride 1 T=morning
  49  ride 1 T=afternoon
  39  ride 1 T=evening
------------
Name: Agent 766
Bids:
  29  ride 7 T=morning
  25  ride 7 T=afternoon
  15  ride 7 T=evening
  29  ride 13 T=morning
  25  ride 13 T=afternoon
  15  ride 13 T=evening
  29  ride 6 T=morning
  25  ride 6 T=afternoon
  16  ride 6 T=evening
  29  ride 12 T=morning
  25  ride 12 T=afternoon
  16  ride 12 T=evening
  30  ride 5 T=morning
  26  ride 5 T=afternoon
  16  ride 5 T=evening
  30  ride 11 T=morning
  26  ride 11 T=afternoon
  16  ride 11 T=evening
  30  ride 4 T=morning
  26  ride 4 T=afternoon
  17  ride 4 T=evening
  30  ride 10 T=morning
  26  ride 10 T=afternoon
  17  ride 10 T=evening
  31  ride 3 T=morning
  27  ride 3 T=afternoon
  17  ride 3 T=evening
  31  ride 9 T=morning
  27  ride 9 T=afternoon
  17  ride 9 T=evening
  31  ride 2 T=morning
  28  ride 2 T=afternoon
  18  ride 2 T=evening
  31  ride 8 T=morning
  28  ride 8 T=afternoon
  18  ride 8 T=evening
  32  ride 1 T=morning
  28  ride 1 T=afternoon
  18  ride 1 T=evening
------------
Name: Agent 653
Bids:
  23  ride 7 T=morning
  20  ride 7 T=afternoon
  10  ride 7 T=evening
  23  ride 13 T=morning
  20  ride 13 T=afternoon
  10  ride 13 T=evening
  24  ride 6 T=morning
  20  ride 6 T=afternoon
  10  ride 6 T=evening
  24  ride 12 T=morning
  20  ride 12 T=afternoon
  10  ride 12 T=evening
  24  ride 5 T=morning
  21  ride 5 T=afternoon
  11  ride 5 T=evening
  24  ride 11 T=morning
  21  ride 11 T=afternoon
  11  ride 11 T=evening
  25  ride 4 T=morning
  21  ride 4 T=afternoon
  11  ride 4 T=evening
  25  ride 10 T=morning
  21  ride 10 T=afternoon
  11  ride 10 T=evening
  25  ride 3 T=morning
  22  ride 3 T=afternoon
  12  ride 3 T=evening
  25  ride 9 T=morning
  22  ride 9 T=afternoon
  12  ride 9 T=evening
  26  ride 2 T=morning
  22  ride 2 T=afternoon
  13  ride 2 T=evening
  26  ride 8 T=morning
  22  ride 8 T=afternoon
  13  ride 8 T=evening
  27  ride 1 T=morning
  23  ride 1 T=afternoon
  13  ride 1 T=evening
------------
Name: Agent 593
Bids:
  9  ride 7 T=morning
  6  ride 7 T=afternoon
  1  ride 7 T=evening
  9  ride 13 T=morning
  6  ride 13 T=afternoon
  1  ride 13 T=evening
  10  ride 6 T=morning
  6  ride 6 T=afternoon
  1  ride 6 T=evening
  10  ride 12 T=morning
  6  ride 12 T=afternoon
  1  ride 12 T=evening
  10  ride 5 T=morning
  7  ride 5 T=afternoon
  1  ride 5 T=evening
  10  ride 11 T=morning
  7  ride 11 T=afternoon
  1  ride 11 T=evening
  11  ride 4 T=morning
  7  ride 4 T=afternoon
  1  ride 4 T=evening
  11  ride 10 T=morning
  7  ride 10 T=afternoon
  1  ride 10 T=evening
  12  ride 3 T=morning
  8  ride 3 T=afternoon
  1  ride 3 T=evening
  12  ride 9 T=morning
  8  ride 9 T=afternoon
  1  ride 9 T=evening
  12  ride 2 T=morning
  8  ride 2 T=afternoon
  1  ride 2 T=evening
  12  ride 8 T=morning
  8  ride 8 T=afternoon
  1  ride 8 T=evening
  13  ride 1 T=morning
  9  ride 1 T=afternoon
  1  ride 1 T=evening
------------
Name: Agent 526
Bids:
  50  ride 7 T=morning
  46  ride 7 T=afternoon
  36  ride 7 T=evening
  50  ride 13 T=morning
  46  ride 13 T=afternoon
  36  ride 13 T=evening
  50  ride 6 T=morning
  47  ride 6 T=afternoon
  37  ride 6 T=evening
  50  ride 12 T=morning
  47  ride 12 T=afternoon
  37  ride 12 T=evening
  51  ride 5 T=morning
  47  ride 5 T=afternoon
  37  ride 5 T=evening
  51  ride 11 T=morning
  47  ride 11 T=afternoon
  37  ride 11 T=evening
  52  ride 4 T=morning
  48  ride 4 T=afternoon
  38  ride 4 T=evening
  52  ride 10 T=morning
  48  ride 10 T=afternoon
  38  ride 10 T=evening
  52  ride 3 T=morning
  48  ride 3 T=afternoon
  39  ride 3 T=evening
  52  ride 9 T=morning
  48  ride 9 T=afternoon
  39  ride 9 T=evening
  53  ride 2 T=morning
  49  ride 2 T=afternoon
  39  ride 2 T=evening
  53  ride 8 T=morning
  49  ride 8 T=afternoon
  39  ride 8 T=evening
  53  ride 1 T=morning
  49  ride 1 T=afternoon
  40  ride 1 T=evening
------------
Name: Agent 331
Bids:
  29  ride 7 T=morning
  25  ride 7 T=afternoon
  15  ride 7 T=evening
  29  ride 13 T=morning
  25  ride 13 T=afternoon
  15  ride 13 T=evening
  29  ride 6 T=morning
  26  ride 6 T=afternoon
  16  ride 6 T=evening
  29  ride 12 T=morning
  26  ride 12 T=afternoon
  16  ride 12 T=evening
  30  ride 5 T=morning
  26  ride 5 T=afternoon
  16  ride 5 T=evening
  30  ride 11 T=morning
  26  ride 11 T=afternoon
  16  ride 11 T=evening
  30  ride 4 T=morning
  27  ride 4 T=afternoon
  17  ride 4 T=evening
  30  ride 10 T=morning
  27  ride 10 T=afternoon
  17  ride 10 T=evening
  31  ride 3 T=morning
  27  ride 3 T=afternoon
  18  ride 3 T=evening
  31  ride 9 T=morning
  27  ride 9 T=afternoon
  18  ride 9 T=evening
  32  ride 2 T=morning
  28  ride 2 T=afternoon
  18  ride 2 T=evening
  32  ride 8 T=morning
  28  ride 8 T=afternoon
  18  ride 8 T=evening
  32  ride 1 T=morning
  28  ride 1 T=afternoon
  19  ride 1 T=evening
------------
Name: Agent 878
Bids:
  52  ride 7 T=morning
  49  ride 7 T=afternoon
  39  ride 7 T=evening
  52  ride 13 T=morning
  49  ride 13 T=afternoon
  39  ride 13 T=evening
  53  ride 6 T=morning
  49  ride 6 T=afternoon
  39  ride 6 T=evening
